INVESTIGATION_ID,AddrLine,House,Street,Type,Direction
5454317,150 RANEE AVE,150,RANEE,AVE,
5697103,158 RANEE AVE,158,RANEE,AVE,
5704929,158 RANEE AVE,158,RANEE,AVE,
5577740,135 VARNA DR,135,VARNA,DR,
5455489,159 REGINA AVE,159,REGINA,AVE,
5453518,159 REGINA AVE,159,REGINA,AVE,
5653374,159 REGINA AVE,159,REGINA,AVE,
5494233,335 RANEE AVE,335,RANEE,AVE,
5501709,335 RANEE AVE,335,RANEE,AVE,
5506219,311 RANEE AVE,311,RANEE,AVE,
5407611,309 RANEE AVE,309,RANEE,AVE,
5437884,60 SPARROW AVE,60,SPARROW,AVE,
5438243,60 SPARROW AVE,60,SPARROW,AVE,
5408871,60 SPARROW AVE,60,SPARROW,AVE,
5409607,60 SPARROW AVE,60,SPARROW,AVE,
5409618,60 SPARROW AVE,60,SPARROW,AVE,
5489191,60 SPARROW AVE,60,SPARROW,AVE,
5484253,60 SPARROW AVE,60,SPARROW,AVE,
5437881,58 SPARROW AVE,58,SPARROW,AVE,
5438241,58 SPARROW AVE,58,SPARROW,AVE,
5600372,58 SPARROW AVE,58,SPARROW,AVE,
5399403,21 ALLINGHAM GDNS,21,ALLINGHAM,GDNS,
5360731,19 ALLINGHAM GDNS,19,ALLINGHAM,GDNS,
5435557,19 ALLINGHAM GDNS,19,ALLINGHAM,GDNS,
5465288,19 ALLINGHAM GDNS,19,ALLINGHAM,GDNS,
5465293,19 ALLINGHAM GDNS,19,ALLINGHAM,GDNS,
5458857,19 ALLINGHAM GDNS,19,ALLINGHAM,GDNS,
5502454,3790 BATHURST ST,3790,BATHURST,ST,
5603314,3790 BATHURST ST,3790,BATHURST,ST,
5660052,46 ALMONT RD,46,ALMONT,RD,
5492629,27 COLLINSON BLVD,27,COLLINSON,BLVD,
2429463,44 BARCLAY RD,44,BARCLAY,RD,
5442804,105 LAURELCREST AVE,105,LAURELCREST,AVE,
5645332,95 LAURELCREST AVE,95,LAURELCREST,AVE,
5696010,24 REDMOUNT RD,24,REDMOUNT,RD,
5497208,66 DANBY AVE,66,DANBY,AVE,
5675243,55 YEOMANS RD,55,YEOMANS,RD,
5436907,26 DANBY AVE,26,DANBY,AVE,
5436908,28 DANBY AVE,28,DANBY,AVE,
5399704,32 DANBY AVE,32,DANBY,AVE,
5689537,32 DANBY AVE,32,DANBY,AVE,
5696143,32 DANBY AVE,32,DANBY,AVE,
5437959,110 ALEXIS BLVD,110,ALEXIS,BLVD,
5390055,799 SHEPPARD AVE W,799,SHEPPARD,AVE,W
5371354,128 GORMAN PARK RD,128,GORMAN PARK,RD,
5701450,15 SUNBEAM AVE,15,SUNBEAM,AVE,
5701379,15 SUNBEAM AVE,15,SUNBEAM,AVE,
5532738,5 SUNBEAM AVE,5,SUNBEAM,AVE,
5527382,1 SUNBEAM AVE,1,SUNBEAM,AVE,
5445245,88 FAYWOOD BLVD,88,FAYWOOD,BLVD,
5499792,88 FAYWOOD BLVD,88,FAYWOOD,BLVD,
5623219,88 FAYWOOD BLVD,88,FAYWOOD,BLVD,
5679593,15 FAITH AVE,15,FAITH,AVE,
5675535,9 FAITH AVE,9,FAITH,AVE,
5669444,9 FAITH AVE,9,FAITH,AVE,
5576967,63 TILLPLAIN RD,63,TILLPLAIN,RD,
5497204,284 CODSELL AVE,284,CODSELL,AVE,
5629761,284 CODSELL AVE,284,CODSELL,AVE,
5624279,284 CODSELL AVE,284,CODSELL,AVE,
5441859,284 CODSELL AVE,284,CODSELL,AVE,
5457838,272 CODSELL AVE,272,CODSELL,AVE,
5716745,765 WILSON HEIGHTS BLVD,765,WILSON HEIGHTS,BLVD,
5469130,229 PANNAHILL RD,229,PANNAHILL,RD,
5501131,217 PANNAHILL RD,217,PANNAHILL,RD,
5485959,217 PANNAHILL RD,217,PANNAHILL,RD,
5476234,217 PANNAHILL RD,217,PANNAHILL,RD,
5590364,217 PANNAHILL RD,217,PANNAHILL,RD,
5631521,217 PANNAHILL RD,217,PANNAHILL,RD,
5623459,217 PANNAHILL RD,217,PANNAHILL,RD,
5454051,203 PANNAHILL RD,203,PANNAHILL,RD,
5454054,203 PANNAHILL RD,203,PANNAHILL,RD,
5477067,203 PANNAHILL RD,203,PANNAHILL,RD,
5536005,203 PANNAHILL RD,203,PANNAHILL,RD,
5361093,54 ROBERT HICKS DR,54,ROBERT HICKS,DR,
5369002,54 ROBERT HICKS DR,54,ROBERT HICKS,DR,
5667833,86 ROBERT HICKS DR,86,ROBERT HICKS,DR,
5586632,1089 GLENCAIRN AVE,1089,GLENCAIRN,AVE,
5458036,1073 GLENCAIRN AVE,1073,GLENCAIRN,AVE,
5645668,1039 GLENCAIRN AVE,1039,GLENCAIRN,AVE,
5646291,1039 GLENCAIRN AVE,1039,GLENCAIRN,AVE,
5620280,1039 GLENCAIRN AVE,1039,GLENCAIRN,AVE,
5687148,1039 GLENCAIRN AVE,1039,GLENCAIRN,AVE,
5509069,2848 DUFFERIN ST,2848,DUFFERIN,ST,
5481926,2848 DUFFERIN ST,2848,DUFFERIN,ST,
5656957,2848 DUFFERIN ST,2848,DUFFERIN,ST,
5363075,170 RANEE AVE,170,RANEE,AVE,
5706262,215 RANEE AVE,215,RANEE,AVE,
5668770,155 RANEE AVE,155,RANEE,AVE,
5690758,155 RANEE AVE,155,RANEE,AVE,
5690759,155 RANEE AVE,155,RANEE,AVE,
5690760,155 RANEE AVE,155,RANEE,AVE,
5690720,155 RANEE AVE,155,RANEE,AVE,
5690741,155 RANEE AVE,155,RANEE,AVE,
5720891,42 SPARROW AVE,42,SPARROW,AVE,
5420175,17 GLEN BELLE CRES,17,GLEN BELLE,CRES,
5530441,340 RANEE AVE,340,RANEE,AVE,
4802763,15 GRAYMAR AVE,15,GRAYMAR,AVE,
4797498,15 GRAYMAR AVE,15,GRAYMAR,AVE,
5597440,38 COLLINSON BLVD,38,COLLINSON,BLVD,
5433999,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5528991,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5489569,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5439899,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5488983,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5538769,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5444166,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5649765,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5655359,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5707613,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5707619,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5707621,74 ALLINGHAM GDNS,74,ALLINGHAM,GDNS,
5706258,21 KING HIGH AVE,21,KING HIGH,AVE,
5701337,21 KING HIGH AVE,21,KING HIGH,AVE,
5657798,23 KING HIGH AVE,23,KING HIGH,AVE,
5441326,25 KING HIGH AVE,25,KING HIGH,AVE,
5447120,25 KING HIGH AVE,25,KING HIGH,AVE,
5453226,25 KING HIGH AVE,25,KING HIGH,AVE,
5454177,25 KING HIGH AVE,25,KING HIGH,AVE,
5657799,25 KING HIGH AVE,25,KING HIGH,AVE,
5692466,127 PALM DR,127,PALM,DR,
5692111,127 PALM DR,127,PALM,DR,
5694388,127 PALM DR,127,PALM,DR,
5694397,127 PALM DR,127,PALM,DR,
5694399,127 PALM DR,127,PALM,DR,
5505633,4238 BATHURST ST,4238,BATHURST,ST,
5464500,4238 BATHURST ST,4238,BATHURST,ST,
5505311,4238 BATHURST ST,4238,BATHURST,ST,
5575260,4238 BATHURST ST,4238,BATHURST,ST,
5571718,4238 BATHURST ST,4238,BATHURST,ST,
5481374,4234 BATHURST ST,4234,BATHURST,ST,
5464502,4234 BATHURST ST,4234,BATHURST,ST,
5480625,4234 BATHURST ST,4234,BATHURST,ST,
5640186,7 MARWILL ST,7,MARWILL,ST,
5640236,11 MARWILL ST,11,MARWILL,ST,
5640230,15 MARWILL ST,15,MARWILL,ST,
5640250,17 MARWILL ST,17,MARWILL,ST,
5640262,21 MARWILL ST,21,MARWILL,ST,
5644940,21 MARWILL ST,21,MARWILL,ST,
5644935,23 MARWILL ST,23,MARWILL,ST,
5644927,27 MARWILL ST,27,MARWILL,ST,
5631579,29 MARWILL ST,29,MARWILL,ST,
5639645,29 MARWILL ST,29,MARWILL,ST,
5644974,31 MARWILL ST,31,MARWILL,ST,
5640279,33 MARWILL ST,33,MARWILL,ST,
5493317,16 HARLOCK BLVD,16,HARLOCK,BLVD,
5472334,8 HARLOCK BLVD,8,HARLOCK,BLVD,
5485708,144 ALEXIS BLVD,144,ALEXIS,BLVD,
5393288,167 MCALLISTER RD,167,MCALLISTER,RD,
5438544,1 FAITH AVE,1,FAITH,AVE,
5708554,9 MODEL AVE,9,MODEL,AVE,
5668401,1 MODEL AVE,1,MODEL,AVE,
5639374,60 FAYWOOD BLVD,60,FAYWOOD,BLVD,
5620709,22 GOODWILL AVE,22,GOODWILL,AVE,
5592841,22 GOODWILL AVE,22,GOODWILL,AVE,
5477057,271 WATERLOO AVE,271,WATERLOO,AVE,
5473451,23 SULTANA AVE,23,SULTANA,AVE,
5447537,19 SULTANA AVE,19,SULTANA,AVE,
5514217,83 LYNNHAVEN RD,83,LYNNHAVEN,RD,
5415539,770 LAWRENCE AVE W,770,LAWRENCE,AVE,W
5504897,770 LAWRENCE AVE W,770,LAWRENCE,AVE,W
5662655,770 LAWRENCE AVE W,770,LAWRENCE,AVE,W
5615781,770 LAWRENCE AVE W,770,LAWRENCE,AVE,W
5583669,3159 DUFFERIN ST,3159,DUFFERIN,ST,
5640763,3205 DUFFERIN ST,3205,DUFFERIN,ST,
5635702,3205 DUFFERIN ST,3205,DUFFERIN,ST,
5619154,3211 DUFFERIN ST,3211,DUFFERIN,ST,
5693486,40 CADILLAC AVE,40,CADILLAC,AVE,
5442805,22 LUVERNE AVE,22,LUVERNE,AVE,
5443407,25 CADILLAC AVE,25,CADILLAC,AVE,
5640745,25 INVERMAY AVE,25,INVERMAY,AVE,
5664005,25 INVERMAY AVE,25,INVERMAY,AVE,
5441800,9 INVERMAY AVE,9,INVERMAY,AVE,
5452055,9 INVERMAY AVE,9,INVERMAY,AVE,
5662923,9 INVERMAY AVE,9,INVERMAY,AVE,
5658086,9 INVERMAY AVE,9,INVERMAY,AVE,
5557156,9 INVERMAY AVE,9,INVERMAY,AVE,
5668692,9 INVERMAY AVE,9,INVERMAY,AVE,
5716555,3854 BATHURST ST,3854,BATHURST,ST,
5377951,3852 BATHURST ST,3852,BATHURST,ST,
5638667,3852 BATHURST ST,3852,BATHURST,ST,
5678211,7 KAINONA AVE,7,KAINONA,AVE,
5450180,24 LOWESMOOR AVE,24,LOWESMOOR,AVE,
5710359,24 LOWESMOOR AVE,24,LOWESMOOR,AVE,
5706625,24 LOWESMOOR AVE,24,LOWESMOOR,AVE,
5506350,20 LOWESMOOR AVE,20,LOWESMOOR,AVE,
5608782,18 LOWESMOOR AVE,18,LOWESMOOR,AVE,
5620712,18 LOWESMOOR AVE,18,LOWESMOOR,AVE,
5436040,16 LOWESMOOR AVE,16,LOWESMOOR,AVE,
5515307,47 REINER RD,47,REINER,RD,
5442231,17 MCALLISTER RD,17,MCALLISTER,RD,
5501006,17 MCALLISTER RD,17,MCALLISTER,RD,
5504186,17 MCALLISTER RD,17,MCALLISTER,RD,
5643772,17 MCALLISTER RD,17,MCALLISTER,RD,
5710053,17 MCALLISTER RD,17,MCALLISTER,RD,
5465193,4300 BATHURST ST,4300,BATHURST,ST,
5733878,4300 BATHURST ST,4300,BATHURST,ST,
5725149,4300 BATHURST ST,4300,BATHURST,ST,
5649195,18 REINER RD,18,REINER,RD,
5703712,204 FAYWOOD BLVD,204,FAYWOOD,BLVD,
5712406,204 FAYWOOD BLVD,204,FAYWOOD,BLVD,
5522173,192 FAYWOOD BLVD,192,FAYWOOD,BLVD,
5645272,243 COCKSFIELD AVE,243,COCKSFIELD,AVE,
5643965,243 COCKSFIELD AVE,243,COCKSFIELD,AVE,
5719649,243 COCKSFIELD AVE,243,COCKSFIELD,AVE,
5608191,239 COCKSFIELD AVE,239,COCKSFIELD,AVE,
5657064,235 COCKSFIELD AVE,235,COCKSFIELD,AVE,
5719647,235 COCKSFIELD AVE,235,COCKSFIELD,AVE,
5370227,231 COCKSFIELD AVE,231,COCKSFIELD,AVE,
5555531,217 COCKSFIELD AVE,217,COCKSFIELD,AVE,
5723285,290 BRIGHTON AVE,290,BRIGHTON,AVE,
5604190,294 BRIGHTON AVE,294,BRIGHTON,AVE,
5577238,296 BRIGHTON AVE,296,BRIGHTON,AVE,
5538856,263 ACTON AVE,263,ACTON,AVE,
5697288,263 ACTON AVE,263,ACTON,AVE,
5536386,237 COMBE AVE,237,COMBE,AVE,
5510196,40 PURDON DR,40,PURDON,DR,
5484800,40 PURDON DR,40,PURDON,DR,
5693216,38 PURDON DR,38,PURDON,DR,
5639356,32 PURDON DR,32,PURDON,DR,
5693473,26 PURDON DR,26,PURDON,DR,
5671222,90 GARTHDALE CRT,90,GARTHDALE,CRT,
5436958,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5436388,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5434198,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5434199,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5434200,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5434205,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5434206,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5434208,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5434209,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5549714,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5518989,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5441744,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5506544,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5444961,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5460035,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5547109,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5547110,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5547111,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5547112,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5547113,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5507500,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5478444,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5478448,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5478454,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5460777,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5451908,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5464769,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5464776,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5464779,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5464785,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5464789,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5464792,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5506185,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5530150,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5465482,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5533728,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5533729,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5441461,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5441462,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5441463,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5441496,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5441498,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5539685,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5539716,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5444620,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5547801,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5453618,84 GARTHDALE CRT,84,GARTHDALE,CRT,
5720207,244 WILMINGTON AVE,244,WILMINGTON,AVE,
5717621,8 BARKSDALE AVE,8,BARKSDALE,AVE,
5540287,1068 GLENGROVE AVE,1068,GLENGROVE,AVE,
5542848,1061 GLENGROVE AVE,1061,GLENGROVE,AVE,
5647819,1051 GLENGROVE AVE,1051,GLENGROVE,AVE,
5371202,1006 CALEDONIA RD,1006,CALEDONIA,RD,
5641142,69 JOYCE PKWY,69,JOYCE,PKWY,
5632110,69 JOYCE PKWY,69,JOYCE,PKWY,
5634532,69 JOYCE PKWY,69,JOYCE,PKWY,
5650465,69 JOYCE PKWY,69,JOYCE,PKWY,
5723596,69 JOYCE PKWY,69,JOYCE,PKWY,
5677102,69 JOYCE PKWY,69,JOYCE,PKWY,
5456247,10 CARTWRIGHT AVE,10,CARTWRIGHT,AVE,
5454805,10 CARTWRIGHT AVE,10,CARTWRIGHT,AVE,
5449872,12 CARTWRIGHT AVE,12,CARTWRIGHT,AVE,
5449877,12 CARTWRIGHT AVE,12,CARTWRIGHT,AVE,
5415071,1277 CALEDONIA RD,1277,CALEDONIA,RD,
5651444,1277 CALEDONIA RD,1277,CALEDONIA,RD,
5653476,1277 CALEDONIA RD,1277,CALEDONIA,RD,
5616600,1277 CALEDONIA RD,1277,CALEDONIA,RD,
5431583,195 BRIDGELAND AVE,195,BRIDGELAND,AVE,
5466542,3 FESTIVAL DR,3,FESTIVAL,DR,
5484670,3 FESTIVAL DR,3,FESTIVAL,DR,
5489492,46 HOVE ST,46,HOVE,ST,
5664853,46 HOVE ST,46,HOVE,ST,
5640757,28 HOVE ST,28,HOVE,ST,
5586068,115 WILMINGTON AVE,115,WILMINGTON,AVE,
5681530,343 WILMINGTON AVE,343,WILMINGTON,AVE,
5681534,343 WILMINGTON AVE,343,WILMINGTON,AVE,
5501011,14 CEDAR SPRINGS GRV,14,CEDAR SPRINGS,GRV,
5501495,14 CEDAR SPRINGS GRV,14,CEDAR SPRINGS,GRV,
5511408,14 CEDAR SPRINGS GRV,14,CEDAR SPRINGS,GRV,
5450584,1 CARSCADDEN DR,1,CARSCADDEN,DR,
5666623,1 CARSCADDEN DR,1,CARSCADDEN,DR,
5291745,7 CARSCADDEN DR,7,CARSCADDEN,DR,
5330485,7 CARSCADDEN DR,7,CARSCADDEN,DR,
5383859,7 CARSCADDEN DR,7,CARSCADDEN,DR,
5465202,4750 BATHURST ST,4750,BATHURST,ST,
5647526,53 OTTER CRES,53,OTTER,CRES,
5455469,53 KIMBARK BLVD,53,KIMBARK,BLVD,
5471947,53 KIMBARK BLVD,53,KIMBARK,BLVD,
5435202,53 KIMBARK BLVD,53,KIMBARK,BLVD,
5486970,391 GLENGARRY AVE,391,GLENGARRY,AVE,
5640765,391 GLENGARRY AVE,391,GLENGARRY,AVE,
5636137,391 GLENGARRY AVE,391,GLENGARRY,AVE,
5705352,391 GLENGARRY AVE,391,GLENGARRY,AVE,
5600214,378 LAWRENCE AVE W,378,LAWRENCE,AVE,W
5600823,378 LAWRENCE AVE W,378,LAWRENCE,AVE,W
5385380,3405 BATHURST ST,3405,BATHURST,ST,
5392590,3405 BATHURST ST,3405,BATHURST,ST,
5386228,3407 BATHURST ST,3407,BATHURST,ST,
5392594,3407 BATHURST ST,3407,BATHURST,ST,
5386230,3409 BATHURST ST,3409,BATHURST,ST,
5392596,3409 BATHURST ST,3409,BATHURST,ST,
5386231,3411 BATHURST ST,3411,BATHURST,ST,
5392598,3411 BATHURST ST,3411,BATHURST,ST,
5386233,3413 BATHURST ST,3413,BATHURST,ST,
5392599,3413 BATHURST ST,3413,BATHURST,ST,
5386234,3415 BATHURST ST,3415,BATHURST,ST,
5392601,3415 BATHURST ST,3415,BATHURST,ST,
5386235,3417 BATHURST ST,3417,BATHURST,ST,
5392602,3417 BATHURST ST,3417,BATHURST,ST,
5399825,3419 BATHURST ST,3419,BATHURST,ST,
5399832,3419 BATHURST ST,3419,BATHURST,ST,
5399826,3421 BATHURST ST,3421,BATHURST,ST,
5399833,3421 BATHURST ST,3421,BATHURST,ST,
5397605,157 FALKIRK ST,157,FALKIRK,ST,
5419822,157 FALKIRK ST,157,FALKIRK,ST,
5491448,323 BROOKE AVE,323,BROOKE,AVE,
5523637,323 BROOKE AVE,323,BROOKE,AVE,
5438238,217 ROBERT HICKS DR,217,ROBERT HICKS,DR,
5580424,213 ROBERT HICKS DR,213,ROBERT HICKS,DR,
5581496,213 ROBERT HICKS DR,213,ROBERT HICKS,DR,
5528117,183 ROBERT HICKS DR,183,ROBERT HICKS,DR,
5454407,183 ROBERT HICKS DR,183,ROBERT HICKS,DR,
5460748,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5471504,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5536527,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5538023,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5532683,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5649786,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5569692,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5579863,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5647261,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5701289,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5701290,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5671895,120 TORRESDALE AVE,120,TORRESDALE,AVE,
5471500,1025-1085 STEELES AVE W,1025-1085,STEELES,AVE,W
5444614,1025-1085 STEELES AVE W,1025-1085,STEELES,AVE,W
5444632,1025-1085 STEELES AVE W,1025-1085,STEELES,AVE,W
5505746,116 CARNIVAL CRT,116,CARNIVAL,CRT,
5485655,16 HOVE ST,16,HOVE,ST,
5661369,20 BRYANT ST,20,BRYANT,ST,
5607638,20 BRYANT ST,20,BRYANT,ST,
5657141,20 BRYANT ST,20,BRYANT,ST,
5666062,20 BRYANT ST,20,BRYANT,ST,
5668460,20 BRYANT ST,20,BRYANT,ST,
5719168,73 ACTON AVE,73,ACTON,AVE,
5659863,67 ACTON AVE,67,ACTON,AVE,
5385652,176 BRIGHTON AVE,176,BRIGHTON,AVE,
5632777,176 BRIGHTON AVE,176,BRIGHTON,AVE,
5709017,176 BRIGHTON AVE,176,BRIGHTON,AVE,
5566589,178 BRIGHTON AVE,178,BRIGHTON,AVE,
5556479,178 BRIGHTON AVE,178,BRIGHTON,AVE,
5362410,4700 BATHURST ST,4700,BATHURST,ST,
5457674,4700 BATHURST ST,4700,BATHURST,ST,
5454947,4700 BATHURST ST,4700,BATHURST,ST,
5624263,4700 BATHURST ST,4700,BATHURST,ST,
5377566,19 OTTER CRES,19,OTTER,CRES,
5489200,11 OTTER CRES,11,OTTER,CRES,
5592352,23 EDGECOMBE AVE,23,EDGECOMBE,AVE,
5722915,1470 AVENUE RD,1470,AVENUE,RD,
5722960,1470 AVENUE RD,1470,AVENUE,RD,
5659898,1462 AVENUE RD,1462,AVENUE,RD,
5690480,1462 AVENUE RD,1462,AVENUE,RD,
5517442,339 GLENGARRY AVE,339,GLENGARRY,AVE,
5655925,335 GLENGARRY AVE,335,GLENGARRY,AVE,
5595038,1500 AVENUE RD,1500,AVENUE,RD,
5445855,312 LAWRENCE AVE W,312,LAWRENCE,AVE,W
5425929,318 LAWRENCE AVE W,318,LAWRENCE,AVE,W
5534141,451 CRANBROOKE AVE,451,CRANBROOKE,AVE,
5534083,451 CRANBROOKE AVE,451,CRANBROOKE,AVE,
5671020,447 CRANBROOKE AVE,447,CRANBROOKE,AVE,
5453757,547 MELROSE AVE,547,MELROSE,AVE,
5534726,547 MELROSE AVE,547,MELROSE,AVE,
5453894,70 MARMION AVE,70,MARMION,AVE,
5442274,70 MARMION AVE,70,MARMION,AVE,
5438098,70 MARMION AVE,70,MARMION,AVE,
5511562,70 MARMION AVE,70,MARMION,AVE,
5555879,70 MARMION AVE,70,MARMION,AVE,
5670890,153 ROBERT HICKS DR,153,ROBERT HICKS,DR,
5671428,46 FESTIVAL DR,46,FESTIVAL,DR,
5451971,41 ACTON AVE,41,ACTON,AVE,
5451972,41 ACTON AVE,41,ACTON,AVE,
5668591,136 BRIGHTON AVE,136,BRIGHTON,AVE,
5444817,154 BRIGHTON AVE,154,BRIGHTON,AVE,
5441676,33 ACTON AVE,33,ACTON,AVE,
5456582,33 ACTON AVE,33,ACTON,AVE,
5456332,33 ACTON AVE,33,ACTON,AVE,
5459096,33 ACTON AVE,33,ACTON,AVE,
5488713,31 ACTON AVE,31,ACTON,AVE,
5436328,5 ACTON AVE,5,ACTON,AVE,
5359501,349 CORTLEIGH BLVD,349,CORTLEIGH,BLVD,
5475609,1446 AVENUE RD,1446,AVENUE,RD,
5362700,1442 AVENUE RD,1442,AVENUE,RD,
5368785,1436 AVENUE RD,1436,AVENUE,RD,
5368802,1436 AVENUE RD,1436,AVENUE,RD,
5365513,1436 AVENUE RD,1436,AVENUE,RD,
5705424,1488 AVENUE RD,1488,AVENUE,RD,
5554576,331 LAWRENCE AVE W,331,LAWRENCE,AVE,W
5425932,319 LAWRENCE AVE W,319,LAWRENCE,AVE,W
5427194,319 LAWRENCE AVE W,319,LAWRENCE,AVE,W
5713008,1542 AVENUE RD,1542,AVENUE,RD,
5448075,427 DOUGLAS AVE,427,DOUGLAS,AVE,
5451963,427 DOUGLAS AVE,427,DOUGLAS,AVE,
5642271,614 ST GERMAIN AVE,614,ST GERMAIN,AVE,
5434230,3575 BATHURST ST,3575,BATHURST,ST,
5396040,3575 BATHURST ST,3575,BATHURST,ST,
5497033,3575 BATHURST ST,3575,BATHURST,ST,
5472388,3575 BATHURST ST,3575,BATHURST,ST,
5515859,3575 BATHURST ST,3575,BATHURST,ST,
5540036,3575 BATHURST ST,3575,BATHURST,ST,
5539671,3575 BATHURST ST,3575,BATHURST,ST,
5587413,3575 BATHURST ST,3575,BATHURST,ST,
5599667,3575 BATHURST ST,3575,BATHURST,ST,
5575084,3575 BATHURST ST,3575,BATHURST,ST,
5575111,3575 BATHURST ST,3575,BATHURST,ST,
5575148,3575 BATHURST ST,3575,BATHURST,ST,
5574760,3575 BATHURST ST,3575,BATHURST,ST,
5650436,3575 BATHURST ST,3575,BATHURST,ST,
5581688,3575 BATHURST ST,3575,BATHURST,ST,
5574919,3575 BATHURST ST,3575,BATHURST,ST,
5574965,3575 BATHURST ST,3575,BATHURST,ST,
5559283,3575 BATHURST ST,3575,BATHURST,ST,
5724879,3575 BATHURST ST,3575,BATHURST,ST,
5710307,3575 BATHURST ST,3575,BATHURST,ST,
5725731,3575 BATHURST ST,3575,BATHURST,ST,
5670851,29 ROBERT HICKS DR,29,ROBERT HICKS,DR,
5499677,300 ANTIBES DR,300,ANTIBES,DR,
5440964,300 ANTIBES DR,300,ANTIBES,DR,
5464446,300 ANTIBES DR,300,ANTIBES,DR,
5657812,300 ANTIBES DR,300,ANTIBES,DR,
5585770,300 ANTIBES DR,300,ANTIBES,DR,
5590746,300 ANTIBES DR,300,ANTIBES,DR,
5689766,300 ANTIBES DR,300,ANTIBES,DR,
5729815,300 ANTIBES DR,300,ANTIBES,DR,
5680027,300 ANTIBES DR,300,ANTIBES,DR,
5715377,300 ANTIBES DR,300,ANTIBES,DR,
5673767,300 ANTIBES DR,300,ANTIBES,DR,
5673807,300 ANTIBES DR,300,ANTIBES,DR,
5714674,69 PLUM TREEWAY,69,PLUM TREEWAY,,
5704927,69 PLUM TREEWAY,69,PLUM TREEWAY,,
5425948,5 SHENSTONE RD,5,SHENSTONE,RD,
5689279,105 WATERLOO AVE,105,WATERLOO,AVE,
5412260,84 CODSELL AVE,84,CODSELL,AVE,
