INVESTIGATION_ID,Location,Sublocation,Desc,Status
5633051,,,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.,Open
5634968,Rear East,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to paper cups, cans, litter, tires and waste. ",Open
5634978,East Side of Building,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to cups, cans, litter and cardboard boxes.16 May 2025At 1455hrs MSO JAMES inspected the property and observed no waste violation at 98 Danforth. However the space between 98 Danforth and 90 Danforth Avenue was on East Side of Building ad waste and garbage including but not limited to cups, cans, litter and cardboard boxes.MSO JAMES to update the address and issue NOV upon return to office.Photos uploaded.",Open
5631760,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5631761,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5643698,Exterior Of Building,,"The property is not maintained and/or kept clean in accordance with the standards.Namely, there are loose, untucked cords, hanging throughout the exterior of the building.",Open
5643698,Exterior Of Building,,"Exterior yard that is used for the parking or storage of motorized vehicles or surfaced with a material impervious to water is not maintained so as parking space marking are to be clearly visible.Namely, the exterior parking space markings are not maintained so that they are clearly visible.",Open
5635781,Rear Yard,,The retaining wall is not being maintained in good repair. Repair retaining wall using proper materials for its intended use.,Open
5635781,Rear Yard,Retaining Wall,"All repairs shall be made in a good workmanlike manner. Remove all metal rods, metal frames, wood furniture and corrugated PVC panels and install retaining wall constructeed with proper materials including but not limited to pressure treated lumber and or concrete forming blocks. ",Open
5635781,Rear Yard,,"The supporting member(s) of equipment/attachments appurtenant to the building are not properly anchored, namely, the end pole of the clothing line. Pole not plumb and leaning towards rearing neighboring property. ",Open
5625551,,,Driveway(s) and/or similar areas does not afford safe passage.  Namely; ,Closed
5625551,,,Driveway(s) and/or similar areas not maintained.,Open
5625551,,,"Exterior yard that is used for the parking or storage of motorized vehicles or surfaced with a material impervious to water is not maintained in good repair, free from cracks, holes and ruts.",Closed
5625551,,,"Previously finished wall(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.",Closed
5625551,,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.",Closed
5625551,,,"Elevator part(s) and appendages are not maintained in good repair and operational.  Namely : (lighting fixtures, lamps, elevator buttons, floor indicators and ventilation fans)",Closed
5625551,,,The ventilation system or unit is not regularly cleaned.,Closed
5625551,,,"Door(s), passageway(s) and/or exit(s), not maintained free from hazardous condition, obstruction and impediments.",Closed
5625551,,,Exterior door has deteriorated/ineffective weather-proofing.,Open
5625551,,,"The stair, landing and every appurtenance, surface cover and finish is not maintained. ",Closed
5625551,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5625551,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5642523,,,"659-1 No person shall leave, keep, dispose of, abandon or permit on any land or premises, in a place accessible to children any ice box, refrigerator, freezer, clothes washer or dryer or other similar appliance or container that is not being used for the purpose for which it was manufactured or produced, without first removing all its locks and doors and taking any other adequate precaution necessary to prevent any person from being trapped in the appliance or container.",Open
5642523,,,"659-1 No person shall leave, keep, dispose of, abandon or permit on any land or premises, in a place accessible to children any ice box, refrigerator, freezer, clothes washer or dryer or other similar appliance or container that is not being used for the purpose for which it was manufactured or produced, without first removing all its locks and doors and taking any other adequate precaution necessary to prevent any person from being trapped in the appliance or container.",Open
5637097,Rear,,"The yards and /or other part of property is not being kept clean and free of any conditions that are health, fire or other hazards.",Open
5646642,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5646642,,,Garbage and/or refuse is not being stored in receptacles.,Open
5646642,,,Garbage bags containing garbage are not stored in an enclosed garage or covered garbage receptacle.,Open
5646642,,,The number of garbage receptacles supplied is insufficient.,Open
5630951,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste, loose litter, debris, wood, metals, plastics, garbage bags, renovation materials and a derelict vehicle on driveway. NOV Issued. ",Open
5630953,Roof Of Building,,The roof or one of its components is not weather tight.,Closed
5630953,Roof Of Building,,The property is not being kept free of conditions which may encourage infestation.,Closed
5633639,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5633697,Rear South,,Exterior door is not maintained in good repair.,Open
5625663,Stairway,East,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: east facing stairway walls leading to basement have damaged and deteriorated materials. ",Closed
5629526,Front yard,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair. Namely, downpipes not maintained.",Open
5629526,front yard,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair. Namely, holes in soffit and fascia.",Open
5653624,Bedroom,,Exterior window not maintained weather-tight.,Closed
5653624,Balcony door,,Exterior door has deteriorated/ineffective weather-proofing.,Closed
5653624,Throughout Unit,,"Materials used for the repair, replacements or painting of the floor(s) and/or its attachments do not have a finish and facing similar to that of the original covering.",Closed
5653624,Kitchen & Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5653624,Kitchen,,The cupboard is not maintained in good repair and good working order.,Closed
5628520,Bathroom,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, caulking surrounding the bottom of the bathtub is deteriorated",Open
5628520,Bathroom,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, the tiles in the main bathroom are not in a good state of repair.",Closed
5628520,Bathroom,,"The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.Namely, the ventilation system in the bathroom is not working as intended.",Open
5628520,Bathroom,,"Vanity is not maintained in a satisfactory condition.Namely, the bathroom vanity in both bathrooms is not in a good state of repair.",Open
5628520,Bathroom,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, the bathroom sink is not in good repair.",Open
5628520,Bedroom,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely, the bedroom door is in a state of despair.",Closed
5628520,Bathroom,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, the toilet paper holder, and towel rack in the bathroom are not in a good state of repair.",Closed
5628520,Dwelling Unit,,"Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.Namely, window screens throughout the unit are not in a good state of repair.",Open
5628520,Dwelling Unit,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely, the closet doors in the bedrooms of the unit are not in a good state of repair.",Open
5628520,Bathroom,,"Previously finished wall(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.Namely, the walls under the sink in both bathrooms is in a state of disrepair. ",Open
5628520,Bathroom,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, the lid for the toilet tank does not work as intended, as well the toilet occasionally leaks water. In the en suite bathroom.",Open
5628520,Dwelling Unit,,"The electrical connections are not maintained in good working order.Namely, electrical connections throughout the unit are not maintined in good repair.",Open
5628520,Dwelling Unit,,"Previously finished wall(s) where marks, stains, graffiti, and/or other defacements have been removed have not been refinished.Namely, the wall beside the balcony door above the radiator is not in a good state of repair.",Open
5629475,Front,Entrance,Dwelling unit is not connected by two way voice communication system and security locking release mechanism to the principle entrance of the building.,Closed
5629475,Exterior Of Building,Throughout ,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Closed
5629475,Exterior Of Building,throughout,"In a dwelling unit, a window located more than 2,000 millimetres above grade opens within 1,500 millimetres of the floor not leading to a balcony does not employ a controlled sash operation to restrict, when engaged, the opening of the operable sash to not more than 100 millimetres.",Open
5629475,Exterior Of Building,Rear Parking Lot,Exterior yard that is used for the parking or storage of vehicles or surfaced with a material impervious to water is not provided with suitable marking to indicate parking spaces. Namely; lines faded ,Open
5629475,Exterior Of Building,North East Corner,The exterior walls and their components are not being maintained in a weather tight condition. Namely; damaged flashing ,Open
5629475,Exterior Of Building,East Wall,The exterior walls and their components are not being maintained in good repair. Namely; damage Wall Spalling bricks,Open
5627842,Apartment,,The air conditioning system or unit is not in good repair and maintained in good working condition.,Open
5628129,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5628138,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5628153,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5636450,Rear Yard,,Fail to obtain the required Permit for excavation and/or erection of a swimming pool enclosure.,Open
5631954,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to glass, bricks, wood, branches, Jerry cans, tarps, discarded furniture, plastic buckets/containers, signs, pipes, discarded toys, ironing board, plastic bags, cardboard, tires, plastic bottles, car mats, asphalt, loose waste and debris.",Open
5630646,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to foldable chairs, brooms, mails, soccer goal, garbage bags, other loose litter and debris.",Open
5643499,Building Exterior / Parking Garage Ramp ,Black Wooden Fence Panels ,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair. Namely: Fence found in state of disrepair (damaged/worn wooden panels).",Open
5643499,Building Exterior ,Front/Rear Entrance Walkway/Steps ,"Exterior steps, not maintained. Namely: Exterior walkway/steps found in state of disrepair (Deteriorated concrete/cement). ",Open
5632051,Dwelling Unit,Hall,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5632051,Dwelling Unit,Kitchen,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.,Open
5632051,Dwelling Unit,Kitchen,The cupboard is not maintained in good repair and good working order.,Open
5632051,Dwelling Unit,Kitchen,The kitchen fixture(s) and/or fitting is not maintained in good repair and good working order.,Open
5646395,Living Room,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.Namely, floors in living room including closet. ",Open
5646395,Living Room,,"Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition.Namely, floors in living room including closet. ",Open
5646395,Closet,,"Walls and ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely: In closet by hallway.",Open
5646395,Hall,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.Namely, hallway floors, near the entrance of the 1st bathroom. ",Open
5646395,Bedroom #1,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.",Open
5646395,Bedroom #1,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bedroom #1 walls shows signs of bubbling and cracks.",Open
5646395,Bedroom #1,,"The supplied facility in or on the property is not kept in a satisfactory working condition.Namely, closet door not in working condition. ",Open
5646395,Bedroom #2,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, including closet. ",Open
5646395,Bedroom #2,,"Exterior window not maintained in good repair.Namely, bedroom window jamb appears to have cracked and peeling paint. ",Open
5646395,Bathroom #2,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, in bedroom #2",Open
5646395,Kitchen,,"Meals are being prepared in the room in which the required counter, backsplash and drain board are not made of a material impervious to water.",Open
5646395,Kitchen,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, kitchen drawers not maintained in good working order. ",Open
5646395,Kitchen,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5643627,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: bedroom water damaged ceiling. ",Open
5643627,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: water damaged walls in the bedroom and moisture bubbles in the living room. ",Open
5643627,,,Exterior window not maintained weather-tight. Namely: bedroom window not weather - tight. ,Open
5654201,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely:  damaged ceiling due to water leak. ",Closed
5654201,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely:  damaged bathroom walls due to water damage. ",Closed
5641248,Throughout Building,,Service or utility is disconnected.  Namely :Electricity,Open
5641248,,,"The supplied piece(s) of equipment and/or appliance(s) in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Closed
5641248,,,The supplied piece(s) of equipment and/or appliance(s) in or on the property is not kept in a satisfactory working condition.,Closed
5641248,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Closed
5641248,,,The supplied facility in or on the property is not kept in a satisfactory working condition.,Closed
5641625,Balcony,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not maintained in a clean and/or sanitary condition.",Open
5641625,Rear Yard,,"The yards and /or other part of property is not being kept clean and free of any conditions that are health, fire or other hazards.",Open
5632051,Dwelling Unit,Bathroom,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.",Open
5632051,Dwelling Unit,Kitchen,The supplied appliance(s) is not maintained in good repair and good working order.  Namely:,Open
5632051,Dwelling Unit  -  Kitchen,,The cupboard is not maintained in good repair and good working order.,Open
5654868,Exterior,Rear Yard,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to card bored and garbage at the rear end of the property. ",Open
5655086,Roof Of Building,North facing wall of upper level,The exterior surface of the building shall be maintained free of stains.,Closed
5626123,Laundry Room,,The supplied facility in or on the property is not kept in a satisfactory working condition.Namely: Washing machine have stagnant water could be heard sloshing inside.  ,Open
5626123,Laundry Room,,"The supplied piece(s) of equipment and/or appliance(s) in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, Dryer vent hose and exhaust outlet not secured. ",Open
5629911,Exterior Of Building,Entranceway,"The catchbasin is not being maintained free from defect and/or obstructions. Namely, the catchbasin in front of the main door.",Open
5651430,Dwelling Unit,Living Room,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, wall around the window is not free of cracks and is deteriorated.",Open
5651430,Dwelling Unit,Living Room,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely, window trim sash not free of rust and is deteriorated.",Open
5651430,Dwelling Unit,Living Room,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, wall to the right of the balcony door under the window is not free of holes, cracks and is deteriorated.",Open
5651430,Dwelling Unit,Kitchen,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, wall where the kitchen countertop and the wall meet is not free of holes.",Open
5651430,Dwelling Unit,Kitchen,"Repair(s) does not reasonably match existing wall(s)Namely, the wall where the kitchen countertop and the wall meet is not reasonably paint matched.",Open
5636904,Front Yard,,Extra paving permitted in the front yard is separated from adjacent driveways and walkways with a  physical barrier that is less than 150 millimetres above grade.,Open
5651142,1st  Floor,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5615522,,,"The parking or storage garage is used to keep machinery, boats, motorized and non-motorized vehicles, trailers and/or parts of them that are in a wrecked, discarded, dismantled, inoperative or abandoned condition.  ",Closed
5615522,,,"The yard contains mechanical equipment, motorized or non-motornized vehicles, trailers, boats or remnant parts thereof that are wrecked, discarded, dismantled or inoperative.",Closed
5615535,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5621460,Front Entrance,,Handrail not provided on exterior stairs with more than three risers serving single dwelling unit. Namely exterior front entrance stairs require handrail.,Open
5714072,Front,,The tree which is located on the property is dead and has not been removed.,Open
5621528,Unit Interior ,Washroom Ceiling ,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Washroom ceiling found in state of disrepair (Hole in ceiling as a result of plumbing inspection). ",Closed
5621528,Unit Interior ,Washroom ,The plumbing system is not kept free from leaks or defects. Namely: Plumbing supply/drains defective (leaking).,Closed
5621548,Unit Interior ,Kitchen ,The plumbing system is not kept in good working order. Namely: Plumbing system defective (low water pressure).,Open
5621548,Unit Interior,Hallway,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Wall(s) found in state of disrepair (large hole in wall). ",Open
5600222,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage bags, bicycle parts, renovation debris and miscellaneous other loose litter and waste.",Closed
5561705,Exterior Of Building,East Side of Building,"Chimney, smoke stack or supporting member is not maintained in good repair and/or free from defects.",Open
5600832,Rear,ll,Garbage and/or refuse is not being stored in receptacles.,Open
5600832,Rear,,Exterior garbage bin(s) covers left open.,Open
5601073,Throughout Lot,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded, or abandoned. Namely: cardboard boxes, cigarettes butt's, discarded food and more",Open
5601192,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5597861,,,Have signs which have not been removed 72 hours after the election.,Open
5601197,Rear,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5601200,Rear,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited.",Open
5601204,Rear,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5601207,Rear,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5601210,Living Room,Bedroom and Bathroom,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5601210,Living Room,Bedroom and Bathroom,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.",Open
5601210,Living Room,Bathroom and bedroom,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5600533,Driveway,East Entrance,"Exterior yard surface has been repaired with materials that are not consistent with the original material.Namely, recent driveway repair completed with materials not consistent with the surrounding materials or the original material. ",Closed
5615471,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5615471,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5611067,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5611067,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5610805,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5611449,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5611364,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5617345,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5617345,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5614716,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5617649,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to cardboard, packages, garbage bags, broken lights, bottles, abandoned furniture, building materials, cushions, other loose litter and debris.",Open
5617750,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5616058,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5613422,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5613422,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5617787,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to all black garbage bags and any other items or things that appears to have been discarded or abandoned at the time of inspection.",Open
5617808,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property. downspout to the east of the property need to be angled onto your own property,Open
5614599,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5617811,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5617912,Entranceway,,The handrails and/or other appurtenant attachments and/or their supporting structural members are not being maintained free from defects/hazards.,Substantially Complete
5713545,Basement,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.",Open
5713545,Basement,,"Previously finished wall(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.",Open
5638198,Front Yard,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5638198,Roof Of Building,,The roof or one of its components is not weather tight.,Open
5644647,,,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. ",Closed
5649078,Bedroom,,The supplied facility in or on the property is not kept in a satisfactory working condition.,Open
5649078,Living Room,,The supplied facility in or on the property is not kept in a satisfactory working condition.,Open
5627267,Garage Area,259,"The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.Namely, the ventilation unit/appurtenance located in the underground garage near spot 259 is severly decayed and rusted. ",Open
5627267,Garage Area,259,"The walls, floors, ceilings and columns of every parking or storage garage shall bemaintained free of holes, breaks or cracks, and impervious to water.Namely, there is a leak and cracks in the ceiling between spots 252 and 259 in the underground garage. There is also a hole in the floor for what appears to be a drain, but the cover is missing. ",Open
5627267,Garage Area,,"Every wall and ceiling shall be maintained clean and free of holes, cracks and damaged anddeteriorated surface material, and each repair shall be finished to reasonably match theexisting walls or ceilings.Namely, the walls and ceilings in the underground garage between spots 252 and 259 have damaged and deteriorated surface materials including, but not limited to, cracked paint, peeling paint, and rust. ",Open
5627267,Garage Area,252,"Marks, stains, graffiti, smoke damage, painted slogans or other similar markings ordefacements on previously finished walls and other surfaces in public areas of propertyshall be removed and the surface refinished.Namely, there is a stain on the wall associated with spot 252 in the underground garage. ",Open
5627267,Garage,,"All plumbing systems shall be maintained so that the plumbing system is kept in good working order, free from leaks or defects, protected from freezing and kept in a clean and sanitary condition.Namely, the insulation around the plumbing/pipes in the underground garage that is used to keep the system from freezing is damaged, defective, and not maintained in a clean condition. ",Open
5643207,Roof Of Building,,"The roof or one of its components is not weather tight.Namely, the roof and it's components is not maintained weather tight.",Closed
5643935,North end of the roof of front porch.,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair.",Open
5643935,,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from leaks and/or defects.",Open
5645443,Bathroom,Basement,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5645443,Basement,,"Handrail not provided for the interior stairs of single dwelling unit that has more than two risers. Namely, proper handrail and guard must be installed on stairwell to basement.",Open
5645443,Bathroom,Basement,"Previously finished wall(s) where marks, stains, graffiti, and/or other defacements have been removed have not been refinished. Namely mold and stains around bathtub, around sink and on walls",Open
5639476,Rear Yard,,The firewood is being stored less than three hundred (300) millimetres from a lot line.,Open
5639476,Rear Yard,,The firewood is being stored at a height less than one hundred and fifty (150) millimetres above grade.,Open
5639493,,,The catchbasin is not being maintained free from defect and/or obstructions.,Open
5639493,,,The ditch or swale is not being maintained free from defect and/or obstructions.,Open
5651927,,,Exterior window not maintained weather-tight.,Open
5638088,All the exterior property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to namely Matterass and any other items or things that appears to be discarded or abandoned at the time of inspection. ",Closed
5650265,Stairwell,East Side of Building,The lighting fixture is not protected from damage by the provision of wired glass or other suitable means of protection.,Open
5650265,Stairwell,West Side of Building,The lighting fixture is not protected from damage by the provision of wired glass or other suitable means of protection.,Open
5650265,Stairwell,East Side of Building,Interior lighting fixtures or lamps are not maintained.,Open
5650265,Stairwell,West Side of Building,Interior lighting fixtures or lamps are not maintained.,Open
5625215,Front,,"Equipment/attachment appurtenant to the building is not protected from the elements by paint/other protective coating, namely, the Front Canopy",Closed
5625215,Front,,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to cause a hazard on a stairway, walkway, street and/or boulevard.",Closed
5625215,Stairway - 1st Floor to 2nd Floor  - Rear,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not being maintained free from defects/hazards.",Closed
5625215,Stairway - Basement to 1st Floor -  Rear,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not being maintained free from defects/hazards.",Closed
5625215,Stairway - Basement to 1st Floor -  Rear,,The exterior walls and their components are not being maintained in good repair.,Closed
5625215,Stairway - Basement to 1st Floor -  Rear,,The exterior walls and their components are not being maintained in good repair.,Closed
5625215,Premises,Exterior Of Building,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair. Namely: Protective finish requires repair",Closed
5625215,South West,,The garbage containers are not equipped with a tight-fitting cover.,Closed
5625215,Front,,The treads and/or other appurtenant attachments and/or their supporting structural members are not being maintained free from defects/hazards.,Closed
5628533,Rear Yard,,"The accessory building is not constructed and/or maintained in good repair. Namely, roof.",Closed
5628620,Rear,,"Equipment/attachment appurtenant to the building is not properly anchored, namely, the (canopy, marquee, sign, awning, screen, grille, stairway, pipe, duct,  standpipe, air conditioner. Etc).",Closed
5628620,Roof Of Building,Rear,No eavestrough or roof gutter provided for drainage from roof surfaces.,Closed
5628620,Rear,,Openings in exterior wall not protected with suitable materials,Closed
5628620,Rear,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Closed
5643499,Building Exterior - Driveways ,Exterior Parking Area ,"Driveway(s) and/or similar areas not maintained. Namely: Driveways found in state of disrepair (loose, deteriorated asphalt, pot holes).",Open
5643499,Building Exterior - Rear Parking Area ,,The retaining wall is not being maintained in good repair. Namely: Retaining wall found in state of disrepair (peeling paint).,Open
5643499,Building Exterior ,Where Required.,The property has not been repaired in accordance with the standards. Namely: Exterior wires found in state of disrepair (loose wiring throughout building exterior).,Open
5643499,Building Exterior ,East Top Corner / Where Required,The exterior walls and their components are not being maintained in good repair. Namely: Exterior walls/bricks found in state of disrepair (spalling/deteriorated brick). ,Open
5643499,North Stairwell (Exterior),Second Floor Landing,Exterior window(s) with broken/cracked glass. Namely: Window found in state of disrepair (Broken/Cracked Glass).,Open
5643499,Throughout Building Exterior ,Where Required ,The exterior walls and their components are not being maintained in good repair. Namely: Walls/Bricks found in state of disrepair (Stained).,Open
5643499,Building Exterior (Vent Covers),Directly Below Unit Windows ,The exterior walls and their components are not being maintained in good repair. Namely: Exterior metallic duct vent covers found in state of disrepair (rusted/cracked paint).,Open
5643499,Exterior Window Frames ,,Exterior window or skylight not maintained in good repair. Namely: Exterior window frames found in state of disrepair (cracked/peeling paint).,Open
5643499,Building Exterior / Balconies ,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member  is not maintained in good repair. Namely: Exterior balconies found in state of disrepair (deteriorated balcony slabs, exposed rebar, peeling/chipped paint).",Open
5631726,,,"The yard does not have suitable ground cover to prevent recurrent ponding of water. Namely, but not limited to, the rear yard (east side of the property) and the walkway on the north side of the property.",Open
5631726,,,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property. Namely, but not limited to, the downpipe located in the rear yard.",Open
5631536,,,The yard does not have suitable ground cover to prevent recurrent ponding of water.,Open
5631536,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5632385,,,"The floor and every appurtenance, surface cover and finish is not maintained. ",Closed
5632385,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Closed
5632385,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5632385,,,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.,Closed
5636890,Side Of Building,,A barrier or deflector to prevent lighting and motorized or non-motorized vehicle lighting from shining directly into a dwelling unit is not provided and/or maintained.,Open
5637069,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to cast aside household items, cast aside furniture and appliances, household items left exposed to the elements, excessive accumulation of household items, garbage bags, renovation/ construction debris , miscellaneous scrap wood and metal, cast aside bicycle and automotive parts , deteriorated cardboard boxes, dismantled furniture and various other miscellaneous waste.",Closed
